Dates,Gold,Silver,,,,
05.03.25 22:50,2919.55,32.5547,,,,
05.03.25 22:55,2919.39,32.5656,,,,
06.03.25 00:00,2918.52,32.5867,,,,
06.03.25 00:05,2918.56,32.61475,,,,
06.03.25 00:10,2917.68,32.6095,,,,
06.03.25 00:15,2917.25,32.6295,,,,
06.03.25 00:20,2917.01,32.6625,,,,
06.03.25 00:25,2917.01,32.641,,,,
06.03.25 00:30,2917.76,32.5875,,,,
06.03.25 00:35,2917.67,32.569,,,,
06.03.25 00:40,2918.66,32.559,,,,
06.03.25 00:45,2918.02,32.558,,,,
06.03.25 00:50,2918.24,32.5605,,,,
06.03.25 00:55,2918.33,32.5557,,,,
06.03.25 01:00,2919.25,32.5515,,,,
06.03.25 01:05,2918.41,32.575,,,,
06.03.25 01:10,2919.33,32.6165,,,,
06.03.25 01:15,2918.89,32.612,,,,
06.03.25 01:20,2918.29,32.5787,,,,
06.03.25 01:25,2918.86,32.5673,,,,
06.03.25 01:30,2918.5,32.57225,,,,
06.03.25 01:35,2918.44,32.58175,,,,
06.03.25 01:40,2917.95,32.60975,,,,
06.03.25 01:45,2917.73,32.6255,,,,
06.03.25 01:50,2917.64,32.6065,,,,
06.03.25 01:55,2916.77,32.584,,,,
06.03.25 02:00,2917.56,32.5702,,,,
06.03.25 02:05,2917.09,32.583,,,,
06.03.25 02:10,2918.81,32.5965,,,,
06.03.25 02:15,2918.45,32.5915,,,,
06.03.25 02:20,2918.39,32.58665,,,,
06.03.25 02:25,2919.05,32.5875,,,,
06.03.25 02:30,2919.82,32.58375,,,,
06.03.25 02:35,2921.68,32.57545,,,,
06.03.25 02:40,2922.78,32.5606,,,,
06.03.25 02:45,2923.29,32.56525,,,,
06.03.25 02:50,2925.34,32.5798,,,,
06.03.25 02:55,2924.88,32.58625,,,,
06.03.25 03:00,2926.18,32.5845,,,,
06.03.25 03:05,2926.07,32.592,,,,
06.03.25 03:10,2924.74,32.59385,,,,
06.03.25 03:15,2923.79,32.594,,,,
06.03.25 03:20,2923.62,32.589,,,,
06.03.25 03:25,2923.42,32.5845,,,,
06.03.25 03:30,2923.43,32.5861,,,,
06.03.25 03:35,2923.62,32.58475,,,,
06.03.25 03:40,2923.5,32.5928,,,,
06.03.25 03:45,2923.37,32.60225,,,,
06.03.25 03:50,2924.28,32.5847,,,,
06.03.25 03:55,2925.64,32.5747,,,,
06.03.25 04:00,2924.51,32.53675,,,,
06.03.25 04:05,2923.01,32.5055,,,,
06.03.25 04:10,2923.36,32.5323,,,,
06.03.25 04:15,2922.9,32.5665,,,,
06.03.25 04:20,2923.24,32.5915,,,,
06.03.25 04:25,2923.16,32.607,,,,
06.03.25 04:30,2922.85,32.60025,,,,
06.03.25 04:35,2921.3,32.5989,,,,
06.03.25 04:40,2920.81,32.592,,,,
06.03.25 04:45,2920.5,32.578,,,,
06.03.25 04:50,2921.18,32.58675,,,,
06.03.25 04:55,2921.32,32.60575,,,,
06.03.25 05:00,2920.43,32.6105,,,,
06.03.25 05:05,2919.14,32.603,,,,
06.03.25 05:10,2919.25,32.60745,,,,
06.03.25 05:15,2918.74,32.614,,,,
06.03.25 05:20,2917.49,32.6225,,,,
06.03.25 05:25,2917.24,32.63015,,,,
06.03.25 05:30,2917.52,32.6202,,,,
06.03.25 05:35,2916.98,32.578,,,,
06.03.25 05:40,2916.76,32.5467,,,,
06.03.25 05:45,2916.8,32.5591,,,,
06.03.25 05:50,2917.89,32.5764,,,,
06.03.25 05:55,2917.51,32.5762,,,,
06.03.25 06:00,2917.29,32.5869,,,,
06.03.25 06:05,2916.28,32.56215,,,,
06.03.25 06:10,2915.92,32.50525,,,,
06.03.25 06:15,2916.43,32.4906,,,,
06.03.25 06:20,2915.31,32.5255,,,,
06.03.25 06:25,2916.21,32.53925,,,,
06.03.25 06:30,2919.59,32.53925,,,,
06.03.25 06:35,2918.47,32.542,,,,
06.03.25 06:40,2918.99,32.5371,,,,
06.03.25 06:45,2916.98,32.5222,,,,
06.03.25 06:50,2917.21,32.512,,,,
06.03.25 06:55,2919.96,32.5205,,,,
06.03.25 07:00,2920.89,32.5,,,,
06.03.25 07:05,2921.81,32.483,,,,
06.03.25 07:10,2922.25,32.4905,,,,
06.03.25 07:15,2921.48,32.467,,,,
06.03.25 07:20,2921.65,32.4585,,,,
06.03.25 07:25,2921.52,32.4795,,,,
06.03.25 07:30,2921,32.4725,,,,
06.03.25 07:35,2920.85,32.4425,,,,
06.03.25 07:40,2921.74,32.417,,,,
06.03.25 07:45,2921.93,32.3755,,,,
06.03.25 07:50,2921.75,32.3645,,,,
06.03.25 07:55,2920.71,32.3715,,,,
06.03.25 08:00,2920.44,32.36795,,,,
06.03.25 08:05,2921.05,32.34875,,,,
06.03.25 08:10,2921.7,32.334,,,,
06.03.25 08:15,2919.65,32.329,,,,
06.03.25 08:20,2917.67,32.313,,,,
06.03.25 08:25,2916.17,32.30975,,,,
06.03.25 08:30,2915,32.33575,,,,
06.03.25 08:35,2914.41,32.35375,,,,
06.03.25 08:40,2915.25,32.37025,,,,
06.03.25 08:45,2915.89,32.38725,,,,
06.03.25 08:50,2912.44,32.386,,,,
06.03.25 08:55,2910.15,32.3697,,,,
06.03.25 09:00,2908.5,32.357,,,,
06.03.25 09:05,2909.9,32.35125,,,,
06.03.25 09:10,2906.95,32.336,,,,
06.03.25 09:15,2908.3,32.32575,,,,
06.03.25 09:20,2906.15,32.34275,,,,
06.03.25 09:25,2908.06,32.3425,,,,
06.03.25 09:30,2905.66,32.34925,,,,
06.03.25 09:35,2905.28,32.3665,,,,
06.03.25 09:40,2904.74,32.3685,,,,
06.03.25 09:45,2902.35,32.385,,,,
06.03.25 09:50,2904.24,32.40775,,,,
06.03.25 09:55,2904.56,32.425,,,,
06.03.25 10:00,2900.72,32.43325,,,,
06.03.25 10:05,2903.24,32.41825,,,,
06.03.25 10:10,2904.55,32.4205,,,,
06.03.25 10:15,2901.96,32.424,,,,
06.03.25 10:20,2901.46,32.40875,,,,
06.03.25 10:25,2899.85,32.404,,,,
06.03.25 10:30,2898.95,32.40475,,,,
06.03.25 10:35,2897.63,32.4235,,,,
06.03.25 10:40,2899.15,32.42325,,,,
06.03.25 10:45,2896.81,32.3875,,,,
06.03.25 10:50,2893.95,32.36,,,,
06.03.25 10:55,2894.28,32.33975,,,,
06.03.25 11:00,2893.36,32.33525,,,,
06.03.25 11:05,2892.99,32.334,,,,
06.03.25 11:10,2894.86,32.357,,,,
06.03.25 11:15,2897.22,32.38175,,,,
06.03.25 11:20,2897.98,32.39775,,,,
06.03.25 11:25,2899.25,32.3985,,,,
06.03.25 11:30,2901.05,32.3859,,,,
06.03.25 11:35,2902.58,32.378,,,,
06.03.25 11:40,2902.02,32.3918,,,,
06.03.25 11:45,2901.82,32.38035,,,,
06.03.25 11:50,2901.22,32.3965,,,,
06.03.25 11:55,2899.17,32.40575,,,,
06.03.25 12:00,2902.17,32.43225,,,,
06.03.25 12:05,2902.23,32.445,,,,
06.03.25 12:10,2900.03,32.4175,,,,
06.03.25 12:15,2901.9,32.4085,,,,
06.03.25 12:20,2903.18,32.42675,,,,
06.03.25 12:25,2903.79,32.415,,,,
06.03.25 12:30,2906.92,32.402,,,,
06.03.25 12:35,2905.59,32.3925,,,,
06.03.25 12:40,2906.47,32.3935,,,,
06.03.25 12:45,2905.18,32.43225,,,,
06.03.25 12:50,2904.4,32.4655,,,,
06.03.25 12:55,2905.87,32.501,,,,
06.03.25 13:00,2904.71,32.56875,,,,
06.03.25 13:05,2904.78,32.62775,,,,
06.03.25 13:10,2903.75,32.6388,,,,
06.03.25 13:15,2903.85,32.66475,,,,
06.03.25 13:20,2905.66,32.7105,,,,
06.03.25 13:25,2903.46,32.6835,,,,
06.03.25 13:30,2901.4,32.67755,,,,
06.03.25 13:35,2902.81,32.66445,,,,
06.03.25 13:40,2901.94,32.65275,,,,
06.03.25 13:45,2902.38,32.6445,,,,
06.03.25 13:50,2900.13,32.63875,,,,
06.03.25 13:55,2903.49,32.6775,,,,
06.03.25 14:00,2903.39,32.7015,,,,
06.03.25 14:05,2905.7,32.68265,,,,
06.03.25 14:10,2907.26,32.68225,,,,
06.03.25 14:15,2905.32,32.702,,,,
06.03.25 14:20,2902.95,32.70675,,,,
06.03.25 14:25,2904.05,32.71155,,,,
06.03.25 14:30,2906.38,32.7155,,,,
06.03.25 14:35,2904.31,32.73135,,,,
06.03.25 14:40,2903.99,32.742,,,,
06.03.25 14:45,2905.39,32.73025,,,,
06.03.25 14:50,2905.08,32.72025,,,,
06.03.25 14:55,2904.46,32.731,,,,
06.03.25 15:00,2906.57,32.74025,,,,
06.03.25 15:05,2909.74,32.724,,,,
06.03.25 15:10,2908.93,32.718,,,,
06.03.25 15:15,2909.15,32.70945,,,,
06.03.25 15:20,2906.79,32.71425,,,,
06.03.25 15:25,2909.09,32.73075,,,,
06.03.25 15:30,2912.3,32.7225,,,,
06.03.25 15:35,2911.68,32.72025,,,,
06.03.25 15:40,2912.36,32.737,,,,
06.03.25 15:45,2914.62,32.74125,,,,
06.03.25 15:50,2915.68,32.716,,,,
06.03.25 15:55,2915.43,32.705,,,,
06.03.25 16:00,2920.4,32.6951,,,,
06.03.25 16:05,2920.17,32.658,,,,
06.03.25 16:10,2916.69,32.6315,,,,
06.03.25 16:15,2917.72,32.6785,,,,
06.03.25 16:20,2911.05,32.719,,,,
06.03.25 16:25,2913.52,32.7254,,,,
06.03.25 16:30,2910.96,32.7355,,,,
06.03.25 16:35,2911.28,32.75175,,,,
06.03.25 16:40,2913.61,32.7355,,,,
06.03.25 16:45,2915.62,32.7295,,,,
06.03.25 16:50,2914.79,32.732,,,,
06.03.25 16:55,2914.95,32.70825,,,,
06.03.25 17:00,2915.38,32.6945,,,,
06.03.25 17:05,2913.09,32.6939,,,,
06.03.25 17:10,2914.14,32.679,,,,
06.03.25 17:15,2916.13,32.65575,,,,
06.03.25 17:20,2918.26,32.6455,,,,
06.03.25 17:25,2917.01,32.658,,,,
06.03.25 17:30,2916.06,32.65675,,,,
06.03.25 17:35,2917.26,32.65625,,,,
06.03.25 17:40,2917.88,32.6465,,,,
06.03.25 17:45,2918.09,32.638,,,,
06.03.25 17:50,2916.62,32.64475,,,,
06.03.25 17:55,2917.25,32.65125,,,,
06.03.25 18:00,2916.07,32.6915,,,,
06.03.25 18:05,2916.76,32.717,,,,
06.03.25 18:10,2919.95,32.6855,,,,
06.03.25 18:15,2916.95,32.6625,,,,
06.03.25 18:20,2918.81,32.67145,,,,
06.03.25 18:25,2920.32,32.6762,,,,
06.03.25 18:30,2920.51,32.6795,,,,
06.03.25 18:35,2919.11,32.649,,,,
06.03.25 18:40,2919.08,32.64015,,,,
06.03.25 18:45,2918.49,32.631,,,,
06.03.25 18:50,2916.78,32.61015,,,,
06.03.25 18:55,2915.45,32.599,,,,
06.03.25 19:00,2919.27,32.60755,,,,
06.03.25 19:05,2919.22,32.628,,,,
06.03.25 19:10,2920.04,32.618,,,,
06.03.25 19:15,2920.17,32.6165,,,,
06.03.25 19:20,2920.12,32.62525,,,,
06.03.25 19:25,2918.62,32.6265,,,,
06.03.25 19:30,2919.33,32.632,,,,
06.03.25 19:35,2918.41,32.63425,,,,
06.03.25 19:40,2914.2,32.636,,,,
06.03.25 19:45,2916.08,32.633,,,,
06.03.25 19:50,2916.02,32.62675,,,,
06.03.25 19:55,2916.38,32.6355,,,,
06.03.25 20:00,2915.99,32.635,,,,
06.03.25 20:05,2915.59,32.64115,,,,
06.03.25 20:10,2917.16,32.6483,,,,
06.03.25 20:15,2914.69,32.66625,,,,
06.03.25 20:20,2914.62,32.674,,,,
06.03.25 20:25,2913.57,32.6576,,,,
06.03.25 20:30,2913.81,32.67175,,,,
06.03.25 20:35,2913.81,32.6855,,,,
06.03.25 20:40,2914.09,32.68575,,,,
06.03.25 20:45,2915.95,32.681,,,,
06.03.25 20:50,2916,32.68475,,,,
06.03.25 20:55,2913.84,32.66725,,,,
06.03.25 21:00,2914.97,32.6525,,,,
06.03.25 21:05,2915.52,32.64425,,,,
06.03.25 21:10,2915.33,32.63275,,,,
06.03.25 21:15,2915.71,32.6176,,,,
06.03.25 21:20,2914.65,32.60775,,,,
06.03.25 21:25,2914.78,32.5972,,,,
06.03.25 21:30,2913.55,32.60045,,,,
06.03.25 21:35,2913.89,32.59295,,,,
06.03.25 21:40,2913.2,32.5518,,,,
06.03.25 21:45,2913.07,32.5503,,,,
06.03.25 21:50,2912.58,32.56075,,,,
06.03.25 21:55,2908.94,32.56365,,,,
06.03.25 22:00,2910.71,32.55625,,,,
06.03.25 22:05,2910.32,32.555,,,,
06.03.25 22:10,2910.75,32.562,,,,
06.03.25 22:15,2910.09,32.5435,,,,
06.03.25 22:20,2908.96,32.53145,,,,
06.03.25 22:25,2910.08,32.5346,,,,
06.03.25 22:30,2910.11,32.5074,,,,
06.03.25 22:35,2910.71,32.4862,,,,
06.03.25 22:40,2910.82,32.48145,,,,
06.03.25 22:45,2910.54,32.4735,,,,
06.03.25 22:50,2911.89,32.48375,,,,
06.03.25 22:55,2911.8,32.5182,,,,
06.03.25 23:00,2911.65,32.5243,,,,
06.03.25 23:55,2911.62,32.5,,,,
07.03.25 00:00,2912.74,32.48575,,,,
07.03.25 00:05,2911.2,32.48225,,,,
07.03.25 00:10,2911.19,32.4638,,,,
07.03.25 00:15,2912.27,32.45525,,,,
07.03.25 00:20,2913.01,32.47765,,,,
07.03.25 00:25,2912.56,32.499,,,,
07.03.25 00:30,2913.4,32.5195,,,,
07.03.25 00:35,2912.69,32.5229,,,,
07.03.25 00:40,2911.46,32.5361,,,,
07.03.25 00:45,2911.21,32.5588,,,,
07.03.25 00:50,2910.48,32.56135,,,,
07.03.25 00:55,2910.31,32.5654,,,,
07.03.25 01:00,2908.88,32.5549,,,,
07.03.25 01:05,2903.18,32.5395,,,,
07.03.25 01:10,2899.84,32.5525,,,,
07.03.25 01:15,2905.25,32.55475,,,,
07.03.25 01:20,2903.9,32.537,,,,
07.03.25 01:25,2902.89,32.53625,,,,
07.03.25 01:30,2905.13,32.5485,,,,
07.03.25 01:35,2905.61,32.562,,,,
07.03.25 01:40,2905.19,32.58845,,,,
07.03.25 01:45,2902.47,32.58655,,,,
07.03.25 01:50,2903.74,32.5665,,,,
07.03.25 01:55,2904.93,32.566,,,,
07.03.25 02:00,2903.02,32.5735,,,,
07.03.25 02:05,2904.65,32.58315,,,,
07.03.25 02:10,2903.46,32.592,,,,
07.03.25 02:15,2901.91,32.5945,,,,
07.03.25 02:20,2903.16,32.589,,,,
07.03.25 02:25,2902.9,32.587,,,,
07.03.25 02:30,2902.8,32.58775,,,,
07.03.25 02:35,2905.71,32.59375,,,,
07.03.25 02:40,2910.15,32.59455,,,,
07.03.25 02:45,2908.51,32.6,,,,
07.03.25 02:50,2907.17,32.60725,,,,
07.03.25 02:55,2906.9,32.59595,,,,
07.03.25 03:00,2906.17,32.59325,,,,
07.03.25 03:05,2901.7,32.5899,,,,
07.03.25 03:10,2903.82,32.59825,,,,
07.03.25 03:15,2904.49,32.60785,,,,
07.03.25 03:20,2905.87,32.6169,,,,
07.03.25 03:25,2906.64,32.62795,,,,
07.03.25 03:30,2904.74,32.6295,,,,
07.03.25 03:35,2907.42,32.6317,,,,
07.03.25 03:40,2907.68,32.61695,,,,
07.03.25 03:45,2908.02,32.6,,,,
07.03.25 03:50,2908.57,32.598,,,,
07.03.25 03:55,2907.9,32.5871,,,,
07.03.25 04:00,2907.31,32.5815,,,,
07.03.25 04:05,2907.61,32.5741,,,,
07.03.25 04:10,2905.26,32.562,,,,
07.03.25 04:15,2904.96,32.557,,,,
07.03.25 04:20,2905.34,32.56885,,,,
07.03.25 04:25,2905.78,32.575,,,,
07.03.25 04:30,2905.63,32.56225,,,,
07.03.25 04:35,2906.59,32.5605,,,,
07.03.25 04:40,2905.02,32.57095,,,,
07.03.25 04:45,2904.6,32.5704,,,,
07.03.25 04:50,2904.9,32.56545,,,,
07.03.25 04:55,2905.42,32.5648,,,,
07.03.25 05:00,2905.5,32.57375,,,,
07.03.25 05:05,2907.03,32.5799,,,,
07.03.25 05:10,2907.16,32.603,,,,
07.03.25 05:15,2905.54,32.60695,,,,
07.03.25 05:20,2905.94,32.5995,,,,
07.03.25 05:25,2906.65,32.592,,,,
07.03.25 05:30,2906.78,32.58915,,,,
07.03.25 05:35,2905.89,32.58615,,,,
07.03.25 05:40,2907.27,32.5855,,,,
07.03.25 05:45,2907.48,32.6,,,,
07.03.25 05:50,2907.24,32.619,,,,
07.03.25 05:55,2906.66,32.6233,,,,
07.03.25 06:00,2907.63,32.6124,,,,
07.03.25 06:05,2908.95,32.605,,,,
07.03.25 06:10,2908.79,32.59565,,,,
07.03.25 06:15,2910.07,32.58465,,,,
07.03.25 06:20,2911.31,32.5905,,,,
07.03.25 06:25,2911.71,32.6124,,,,
07.03.25 06:30,2911.73,32.632,,,,
07.03.25 06:35,2910.83,32.638,,,,
07.03.25 06:40,2910.94,32.61855,,,,
07.03.25 06:45,2910.56,32.6273,,,,
07.03.25 06:50,2910.56,32.65135,,,,
07.03.25 06:55,2909.68,32.63645,,,,
07.03.25 07:00,2909.15,32.62525,,,,
07.03.25 07:05,2908.25,32.6495,,,,
07.03.25 07:10,2909.76,32.6525,,,,
07.03.25 07:15,2911.18,32.64355,,,,
07.03.25 07:20,2911.38,32.64465,,,,
07.03.25 07:25,2911.59,32.63865,,,,
07.03.25 07:30,2913.36,32.63675,,,,
07.03.25 07:35,2913.03,32.6432,,,,
07.03.25 07:40,2913.78,32.6453,,,,
07.03.25 07:45,2911.94,32.654,,,,
07.03.25 07:50,2912.32,32.66535,,,,
07.03.25 07:55,2913.21,32.66015,,,,
07.03.25 08:00,2914.36,32.65495,,,,
07.03.25 08:05,2913.52,32.6495,,,,
07.03.25 08:10,2913.83,32.648,,,,
07.03.25 08:15,2913.91,32.635,,,,
07.03.25 08:20,2912.74,32.591,,,,
07.03.25 08:25,2912.05,32.56,,,,
07.03.25 08:30,2912.19,32.5575,,,,
07.03.25 08:35,2914.09,32.55275,,,,
07.03.25 08:40,2915.37,32.5535,,,,
07.03.25 08:45,2915.42,32.56825,,,,
07.03.25 08:50,2916.1,32.57025,,,,
07.03.25 08:55,2916.88,32.5605,,,,
07.03.25 09:00,2917.58,32.552,,,,
07.03.25 09:05,2917.36,32.5475,,,,
07.03.25 09:10,2916.84,32.5627,,,,
07.03.25 09:15,2918.64,32.5761,,,,
07.03.25 09:20,2919.89,32.57175,,,,
07.03.25 09:25,2920.31,32.571,,,,
07.03.25 09:30,2920.03,32.56175,,,,
07.03.25 09:35,2920.2,32.55625,,,,
07.03.25 09:40,2921.01,32.54475,,,,
07.03.25 09:45,2921.84,32.536,,,,
07.03.25 09:50,2922.79,32.52,,,,
07.03.25 09:55,2922.32,32.49175,,,,
07.03.25 10:00,2922.88,32.497,,,,
07.03.25 10:05,2921.74,32.487,,,,
07.03.25 10:10,2922.32,32.4747,,,,
07.03.25 10:15,2922.13,32.4855,,,,
07.03.25 10:20,2921.73,32.46825,,,,
07.03.25 10:25,2922.43,32.4595,,,,
07.03.25 10:30,2921.86,32.484,,,,
07.03.25 10:35,2922.4,32.4851,,,,
07.03.25 10:40,2922.16,32.4835,,,,
07.03.25 10:45,2922.14,32.4805,,,,
07.03.25 10:50,2921.21,32.47175,,,,
07.03.25 10:55,2921.69,32.4525,,,,
07.03.25 11:00,2920.42,32.4235,,,,
07.03.25 11:05,2920.86,32.39325,,,,
07.03.25 11:10,2920.65,32.4042,,,,
07.03.25 11:15,2918.44,32.403,,,,
07.03.25 11:20,2917.84,32.3785,,,,
07.03.25 11:25,2919.06,32.339,,,,
07.03.25 11:30,2918.75,32.3311,,,,
07.03.25 11:35,2919.65,32.38235,,,,
07.03.25 11:40,2920,32.4606,,,,
07.03.25 11:45,2918.91,32.5005,,,,
07.03.25 11:50,2918.31,32.51125,,,,
07.03.25 11:55,2917.91,32.4364,,,,
07.03.25 12:00,2918.08,32.36825,,,,
07.03.25 12:05,2920.35,32.2794,,,,
07.03.25 12:10,2921.65,32.2515,,,,
07.03.25 12:15,2920.51,32.25425,,,,
07.03.25 12:20,2920.75,32.2745,,,,
07.03.25 12:25,2920.23,32.30975,,,,
07.03.25 12:30,2920.63,32.28505,,,,
07.03.25 12:35,2919.24,32.255,,,,
07.03.25 12:40,2919.59,32.3521,,,,
07.03.25 12:45,2917.95,32.44495,,,,
07.03.25 12:50,2918.4,32.45655,,,,
07.03.25 12:55,2918.95,32.5085,,,,
07.03.25 13:00,2919.03,32.546,,,,
07.03.25 13:05,2919.26,32.526,,,,
07.03.25 13:10,2919.73,32.54825,,,,
07.03.25 13:15,2918.72,32.577,,,,
07.03.25 13:20,2921.32,32.54525,,,,
07.03.25 13:25,2921.69,32.54395,,,,
07.03.25 13:30,2921.71,32.5315,,,,
07.03.25 13:35,2922.62,32.46875,,,,
07.03.25 13:40,2921.9,32.3875,,,,
07.03.25 13:45,2921.88,32.30925,,,,
07.03.25 13:50,2919.53,32.27935,,,,
07.03.25 13:55,2918.84,32.31855,,,,
07.03.25 14:00,2917.91,32.337,,,,
07.03.25 14:05,2919.64,32.3125,,,,
07.03.25 14:10,2918.06,32.295,,,,
07.03.25 14:15,2914.34,32.31575,,,,
07.03.25 14:20,2911.69,32.32525,,,,
07.03.25 14:25,2912.82,32.29225,,,,
07.03.25 14:30,2919.09,32.27,,,,
07.03.25 14:35,2918.42,32.2575,,,,
07.03.25 14:40,2922.03,32.27025,,,,
07.03.25 14:45,2920.41,32.2825,,,,
07.03.25 14:50,2916.68,32.2963,,,,
07.03.25 14:55,2913.42,32.2637,,,,
07.03.25 15:00,2909.61,32.21095,,,,
07.03.25 15:05,2913.25,32.23625,,,,
07.03.25 15:10,2913.68,32.242,,,,
07.03.25 15:15,2917.29,32.2055,,,,
07.03.25 15:20,2917.73,32.179,,,,
07.03.25 15:25,2917.42,32.1995,,,,
07.03.25 15:30,2917.92,32.2355,,,,
07.03.25 15:35,2921.41,32.26,,,,
07.03.25 15:40,2919.83,32.265,,,,
07.03.25 15:45,2920.6,32.2605,,,,
07.03.25 15:50,2925.22,32.2635,,,,
07.03.25 15:55,2927.14,32.2915,,,,
07.03.25 16:00,2929.97,32.295,,,,
07.03.25 16:05,2929.02,32.28225,,,,
07.03.25 16:10,2927.13,32.306,,,,
07.03.25 16:15,2927.49,32.3125,,,,
07.03.25 16:20,2926.38,32.319,,,,
07.03.25 16:25,2924.88,32.315,,,,
07.03.25 16:30,2922.96,32.3285,,,,
07.03.25 16:35,2919.84,32.33825,,,,
07.03.25 16:40,2914,32.34145,,,,
07.03.25 16:45,2911.45,32.354,,,,
07.03.25 16:50,2915.95,32.36575,,,,
07.03.25 16:55,2915.68,32.37115,,,,
07.03.25 17:00,2915.23,32.36675,,,,
07.03.25 17:05,2914.83,32.365,,,,
07.03.25 17:10,2916.72,32.3538,,,,
07.03.25 17:15,2918.73,32.34275,,,,
07.03.25 17:20,2916.79,32.3705,,,,
07.03.25 17:25,2917.04,32.417,,,,
07.03.25 17:30,2915.59,32.41505,,,,
07.03.25 17:35,2914.24,32.4075,,,,
07.03.25 17:40,2914.26,32.429,,,,
07.03.25 17:45,2918.32,32.4265,,,,
07.03.25 17:50,2914.33,32.405,,,,
07.03.25 17:55,2914.1,32.4085,,,,
07.03.25 18:00,2914.62,32.41,,,,
07.03.25 18:05,2914.98,32.403,,,,
07.03.25 18:10,2911.21,32.4345,,,,
07.03.25 18:15,2905.87,32.461,,,,
07.03.25 18:20,2906.96,32.4805,,,,
07.03.25 18:25,2908.35,32.4905,,,,
07.03.25 18:30,2909.75,32.4885,,,,
07.03.25 18:35,2908.16,32.5065,,,,
07.03.25 18:40,2907.56,32.5085,,,,
07.03.25 18:45,2907.29,32.5155,,,,
07.03.25 18:50,2908.82,32.519,,,,
07.03.25 18:55,2907.85,32.5052,,,,
07.03.25 19:00,2907.61,32.49725,,,,
07.03.25 19:05,2906.89,32.4789,,,,
07.03.25 19:10,2906.1,32.48785,,,,
07.03.25 19:15,2905.73,32.5089,,,,
07.03.25 19:20,2903.59,32.50775,,,,
07.03.25 19:25,2906.36,32.518,,,,
07.03.25 19:30,2907.38,32.5214,,,,
07.03.25 19:35,2906.14,32.52525,,,,
07.03.25 19:40,2906.14,32.52375,,,,
07.03.25 19:45,2907.76,32.5179,,,,
07.03.25 19:50,2906.73,32.52315,,,,
07.03.25 19:55,2906.72,32.56625,,,,
07.03.25 20:00,2906.13,32.5465,,,,
07.03.25 20:05,2905.41,32.505,,,,
07.03.25 20:10,2905.61,32.5145,,,,
07.03.25 20:15,2906.84,32.5308,,,,
07.03.25 20:20,2909.55,32.5045,,,,
07.03.25 20:25,2906.5,32.4961,,,,
07.03.25 20:30,2907.75,32.51425,,,,
07.03.25 20:35,2907.92,32.54375,,,,
07.03.25 20:40,2906.92,32.581,,,,
07.03.25 20:45,2905.69,32.5844,,,,
07.03.25 20:50,2906.51,32.57775,,,,
07.03.25 20:55,2905.25,32.56775,,,,
07.03.25 21:00,2906.91,32.5487,,,,
07.03.25 21:05,2907.91,32.53685,,,,
07.03.25 21:10,2906.94,32.537,,,,
07.03.25 21:15,2908.25,32.586,,,,
07.03.25 21:20,2907.06,32.6275,,,,
07.03.25 21:25,2907.44,32.6225,,,,
07.03.25 21:30,2909.31,32.6215,,,,
07.03.25 21:35,2910.41,32.62325,,,,
07.03.25 21:40,2909.78,32.6237,,,,
07.03.25 21:45,2907.94,32.61975,,,,
07.03.25 21:50,2908.36,32.62775,,,,
07.03.25 21:55,2909.81,32.61525,,,,
07.03.25 22:00,2909.41,32.58825,,,,
07.03.25 22:05,2910.5,32.5895,,,,
07.03.25 22:10,2910.56,32.6125,,,,
07.03.25 22:15,2911,32.61175,,,,
07.03.25 22:20,2911.65,32.59855,,,,
07.03.25 22:25,2911.47,32.603,,,,
07.03.25 22:30,2911.39,32.59825,,,,
07.03.25 22:35,2911.61,32.595,,,,
07.03.25 22:40,2911.28,32.5925,,,,
07.03.25 22:45,2911.51,32.58925,,,,
07.03.25 22:50,2911.87,32.5905,,,,
07.03.25 22:55,2909.1,32.584,,,,
09.03.25 23:00,2912.42,32.5755,,,,
09.03.25 23:05,2913.95,32.5995,,,,
09.03.25 23:10,2913.45,32.63285,,,,
09.03.25 23:15,2910.24,32.6305,,,,
09.03.25 23:20,2911.42,32.61225,,,,
09.03.25 23:25,2912.05,32.586,,,,
09.03.25 23:30,2913.58,32.56625,,,,
09.03.25 23:35,2913.68,32.5609,,,,
09.03.25 23:40,2911.96,32.5639,,,,
09.03.25 23:45,2911.95,32.55,,,,
09.03.25 23:50,2912.18,32.51425,,,,
09.03.25 23:55,2911.89,32.4779,,,,
10.03.25 00:00,2912.89,32.46875,,,,
10.03.25 00:05,2912.44,32.46675,,,,
10.03.25 00:10,2914.62,32.4401,,,,
10.03.25 00:15,2915.54,32.379,,,,
10.03.25 00:20,2915.4,32.36975,,,,
10.03.25 00:25,2915.19,32.39825,,,,
10.03.25 00:30,2915.51,32.3975,,,,
10.03.25 00:35,2915.22,32.4136,,,,
10.03.25 00:40,2916.02,32.4443,,,,
10.03.25 00:45,2916.78,32.44175,,,,
10.03.25 00:50,2916.49,32.41775,,,,
10.03.25 00:55,2916.52,32.42225,,,,
10.03.25 01:00,2916.78,32.41645,,,,
10.03.25 01:05,2917.65,32.40125,,,,
10.03.25 01:10,2916.29,32.40275,,,,
10.03.25 01:15,2916.08,32.396,,,,
10.03.25 01:20,2915.52,32.398,,,,
10.03.25 01:25,2914.93,32.4025,,,,
10.03.25 01:30,2915.66,32.39325,,,,
10.03.25 01:35,2914.99,32.39375,,,,
10.03.25 01:40,2914.88,32.398,,,,
